PMID,Title,Abstract
41483090,A systematic review of MicroRNA (miRNA) biomarkers in the diagnosis and prognosis of hepatocellular carcinoma.,"BACKGROUND: Hepatocellular carcinoma (HCC) is a leading cause of cancer mortality in the world, with most cases being diagnosed in an advanced stage of the disease. Small non-coding microRNAs (miRNAs), which play a crucial role in regulating gene expression, have emerged as potential diagnostic, prognostic, and therapeutic targets for HCC. This systematic review aims to review the current evidence on the diagnostic and prognostic significance of miRNAs in HCC METHODS: A comprehensive literature search by using PubMed, Scopus, Web of Science, and Google Scholar was conducted, considering papers published between January 2013 and June 2025. The review followed PRISMA 2020. The studies that fit the criteria were human studies and focused on the effects of miRNAs on the diagnosis, prognosis, or response to treatment of HCC. Data extraction was performed independently by 2 reviewers, and the quality of included studies was assessed with use of the Newcastle-Ottawa Scale. Narrative synthesis was performed, and sensitivity, specificity, and AUC measurements were extracted as appropriate. FINDINGS: Out of 1,572 articles, 300 studies met the criteria for inclusion. The analysis looked at over 120 different miRNAs from biological samples like blood, serum, tissue, and plasma. Although many miRNAs, such as miR-21, miR-122, and miR-199a, show significant promise for diagnosis and prognosis, their application in clinical settings necessitates thorough validation in extensive, multicentre studies. A few miRNAs showed good diagnostic accuracy (AUC & gt; 0.85) and had links to tumor stage, metastasis, and how long patients lived. Still, differing sample types and detection methods made the meta-analysis difficult. CONCLUSION: miRNAs show potential as non-invasive markers for early detection and prognosis of HCC. This review emphasises the potential of miRNAs as non-invasive indicators for the diagnosis and prognosis of HCC. Nonetheless, the variability across studies and the absence of methodological consistency restrict their prompt application in clinical settings. It is crucial to validate findings through extensive, multicentre studies and to integrate them with traditional diagnostic methods to guarantee their relevance in clinical practice. Future research should focus on confirming miRNA panels and integrating them into current diagnostic methods."
41483059,"Cuproptosis-Related genes as potential core targets for the Diagnosis, Therapy, and prognosis of glioblastoma.","To identify cuproptosis-related genes as potential diagnostic, therapeutic, and prognostic biomarkers for glioblastoma (GBM). The GBM GSE16011 dataset was downloaded from the GEO database, and the dataset was subjected to differential gene analysis via Perseus software. Cuproptosis-related genes were obtained from the PubMed database. Venn analysis was used to obtain the cuproptosis-related DEGs (CuDEGs) between the DEGs and the cuproptosis-related genes. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) analyses were conducted to explore the functions of the CuDEGs, and cluster analysis was performed to assess the similarity of the CuDEGs between the GBM group and the control group. Potential targets were screened through protein-protein interaction (PPI) analysis and the fold change values of differential expression. The expression of potential targets in GBM tissues was validated via the GEPIA database, and survival analysis was used to determine the prognostic value of potential targets. Potential targets and core targets were further verified through analysis of the GSE16011 dataset, Human Protein Atlas (HPA) database, and experimental validation in U87-MG and U251 GBM cells using immunofluorescence and western blot. A total of 39 CuDEGs were obtained from the intersection of 9,849 DEGs and 88 cuproptosis-related genes. GO and KEGG enrichment analyses revealed that the CuDEGs were closely associated with the occurrence and development of GBM. Among the 39 CuDEGs, 11 potential targets with a fold change greater than 1.2 were selected. The expression of 11 potential targets was subsequently validated. Compared with that in the control group, the expression of the 6 upregulated CuDEGs significantly increased in the GBM group. Among the 6 upregulated CuDEGs, VEGFA, LOX, and LOXL1 were significantly different in overall survival (P < 0.05), with high expression correlated with lower survival rates and shorter survival times. However, no significant differences in overall survival were observed for the 5 downregulated CuDEGs. Three upregulated VEGFA, LOX and LOXL1 were selected as potential core targets for GBM. Significant differences in overall survival were shown for these three potential core targets combined, with high expression still associated with lower survival rates and shorter survival times. The expression levels of the three potential core targets were positively correlated with glioma grade, and significant differences were detected in grade IV gliomas compared with other grades in the GEPIA database. Experimental validation confirmed significantly elevated expression of these three genes in GBM cells compared to normal controls. The cuproptosis-related genes VEGFA, LOX, and LOXL1 are highly expressed in GBM and closely associated with tumor progression and poor prognosis, suggesting their potential as core biomarkers for GBM diagnosis, therapy, and prognosis evaluation."
41482854,Feedback regulation between histone H3 lysine 18 lactylation and TROP2-mediated glycolysis drives metastatic progression of colorectal cancer.,"BACKGROUND: TROP2, a critical cell surface oncogenic signal transducer, is increasingly linked to refractory metastatic colorectal cancer (CRC) and other solid tumours. Robust lactate accumulation within metastatic niches correlates with pathological metastatic progression. Anti-TROP2 antibody-drug conjugates (ADCs) are clinically available but show limited efficacy in advanced metastatic CRC. Elucidating how TROP2 signalling orchestrates molecular and cellular programs enabling CRC metastatic progression would help improve metastasis therapies. METHODS: Tissue microarray, immunohistochemistry, and western blotting delineated TROP2's pathological role in CRC liver metastasis (CRLM). Metabolomics characterised TROP2-mediated metabolic effect. Western blot detected TROP2 responsive lactylation sites. Cell-derived xenograft (CDX), intra-splenic injection models, and patient-derived xenografts (PDX) validated TROP2 or TROP2-induced H3K18 lactylation (H3K18la) in CRLM pathogenesis and Acriflavine therapeutic response. Genome-wide H3K18la profiling was performed by ChIP-seq. RESULTS: Here, we identify a self-reinforcing positive feedback loop between H3K18la and TROP2 in CRC cells that drives CRC metastatic progression. We show that TROP2 is elevated during CRC metastatic process, with high TROP2 levels in liver metastases predicting increased post-therapy recurrence in two distinct cohorts. We find that H3K18la levels are upregulated in CRC cells in response to TROP2 expression level. TROP2 promotes robust lactate production via the YBX1-HIF-1α signal axis. Targeting glycolytic flux decreases H3K18 lactylation and curbs TROP2-driven CRLM colonisation and progression. Mechanistically, ChIP-seq detection reveals H3K18la deposition at a set of pro-metastatic gene promoters, promoting their expression. Crucially, TROP2-induced H3K18la is found in turn sustaining TROP2 expression, forming a positive feedback loop that further accelerated metastatic progression. Pharmacologic HIF-1α inhibition with acriflavine, an old FDA-approved agent, suppresses TROP2-high CRLM progression in multiple pre-clinical models. CONCLUSIONS: Collectively, we establish H3K18la as a crucial epigenetic driver of TROP2-mediated CRLM progression and propose that disrupting the H3K18la-TROP2 feedback loop offers a novel therapeutic strategy against CRC metastasis. KEY POINTS: H3K18la is specifically increased in CRC cells in response to TROP2 signalling and drives TROP2-mediated CRLM progression Genome-wide analysis shows H3K18la deposition at the promoters of metastasis-promoting genes drives their expression in TROP2-high CRC. Lactate sustains TROP2 expression in CRC cells via H3K18la Acriflavine suppresses TROP2-driven CRLM by targeting the H3K18la/TROP2 feedback loop."
41482807,Outcomes and Survival of Egyptian Patients With Hepatitis B-Related Hepatocellular Carcinoma: A Multicentre Retrospective Study.,"Hepatitis B virus (HBV)-related hepatocellular carcinoma (HCC) poses significant health challenges globally, particularly in regions with considerable HBV prevalence such as Egypt. Despite immunisation programmes, HBV remains a leading cause of liver cancer in Egypt, often diagnosed at advanced stages, complicating management and worsening prognosis. This retrospective multicentre study included 365 Egyptian patients diagnosed with HBV-related HCC between February 2007 and July 2023 from six tertiary care centres across Egypt. Clinical, laboratory, tumour characteristics, treatment outcomes and overall survival were collected and analysed. Diagnosis was confirmed according to international guidelines using triphasic CT or dynamic MRI. Treatment responses were assessed using modified RECIST criteria, and survival was analysed using Kaplan-Meier curves. Patients had a median age of 59 years, predominantly male (76.4%), and most (98.4%) presented with cirrhosis at diagnosis. The majority were not receiving antiviral treatment (76.71%) at presentation. Intermediate and advanced BCLC stages (B-D) comprised over 75% of cases. Trans-arterial chemoembolization was the primary treatment modality (34.5%), followed by sorafenib (24.1%) and best supportive care (28.8%). Median overall survival was 13.1 months. Independent factors associated with mortality included high ALBI score, positive HBV DNA at diagnosis, and advanced Child-Pugh classification. In conclusion: this study underscores the advanced stage at which HBV-related HCC is typically diagnosed in Egypt and the resulting poor survival outcomes. Strengthening early detection through surveillance programmes, increasing antiviral therapy coverage and adherence to treatment protocols are critical strategies to enhance patient prognosis."
41482592,Anchored random reverse primer sequencing for quantitative detection of novel gene fusions.,"Identifying novel gene fusions is critical for cancer diagnosis and drug development. While a few advanced methods have shown the capability to detect gene fusions involving unknown partners, comprehensive detection of gene fusions, especially of those with low copy numbers, remains a challenge. Indeed, most current panel-based sequencing methods fall short in reliability and cost efficiency. Here we present a method for detecting potentially novel gene fusions using anchored random reverse primers (ARRP) during PCR-based library construction, allowing the simultaneous capture of mutations and RNA splicing variants. Furthermore, the combination with blocker displacement amplification technology enables a median of 22-fold allele enrichment for gene fusions, achieving a limit of detection ~10-fold lower than that of current technologies and resulting in an 8-fold cost reduction. Using ARRP-seq, we identify numerous novel fusions in 98 clinical tissue samples, showcasing its diagnostic potential in prostate cancer and capacity for personalized diagnostics in cervical cancer."
41482561,Autologous multiantigen-targeted T cell therapy for pancreatic cancer: a phase 1/2 trial.,"T cell therapy has proven challenging for pancreatic ductal adenocarcinoma (PDAC), partly due to heterogeneous expression of tumor-associated antigens (TAAs). To address tumor heterogeneity and mitigate immune evasion, an ex vivo expanded, polyclonal, T helper 1 cell-polarized T cell product targeting five TAAs-PRAME, SSX2, MAGEA4, Survivin and NY-ESO-1-was developed. These antigens were chosen based on their tumor specificity, oncogenicity, immunogenicity and level of expression. In a phase 1/2 trial, this autologous nonengineered T cell product was administered (1 × 10 cells m per infusion) monthly to patients with advanced PDAC responding (arm A, n = 13) or refractory (arm B, n = 12) to first-line chemotherapy or with resectable disease (arm C, n = 12). Primary endpoints were safety and feasibility of completing six infusions, whereas exploratory efficacy endpoints included persistence and evaluating the relationship between clinical benefit and the expansion of the infused effector T cells, as well as the induction of de novo immune responses. Of 56 participants procured, 37 were infused, with only 1 treatment-related serious adverse event. Disease control rates in arms A and B were 84.6% (95% confidence interval: 54.6-98.1%) and 25% (95% confidence interval: 5.5-57.2%), respectively. In arm C, two of nine resected participants remained disease free after 66 months of follow-up. The infused cells persisted up to 12 months posttreatment and elevated levels of tumor-directed T cells were detected during dosing (P = 0.027) and follow-up in responders compared to nonresponders. Clinical outcomes correlated with peripheral expansion of functional TAA-targeted T cell clones and treatment-emergent antigen spreading. Thus, further investigation of this approach, either as a single agent or combined with other complementary modalities, is warranted (ClinicalTrials.gov identifier: NCT03192462 )."
41482541,Sensitive and unbiased genome-wide profiling of base-editor-induced off-target activity using CHANGE-seq-BE.,"Detection of the off-target effects of base editors is important for identifying their safety risks but current methods for understanding their global activities have limitations in terms of sensitivity or bias by computationally selecting a subset of sites for experimental analysis. We present CHANGE-seq-BE, a method to assess the guide RNA-dependent off-target profile of both adenine and cytosine base editors that is simultaneously sensitive and unbiased. CHANGE-seq-BE relies on selective sequencing of base-editor-modified genomic DNA in vitro and provides comprehensive identification of genome-wide off-target mutations. We found that 98.8% of validated off-target sites were unique to ABE8e adenine base editors compared to Cas9 nuclease, suggesting substantially higher off-target activity of the former. We further applied CHANGE-seq-BE to support genotoxicity studies in an emergency investigational new drug application for customized adenine base editor treatment for a person with CD40L-deficient X-linked hyper IgM syndrome. Our results emphasize the importance of using a base-editor-specific method for identifying off-target activity."
41482458,Streptococcus anginosus-derived methionine promotes gastric cancer progression,"BACKGROUND: has been linked with an increasing risk of gastric cancer (GC) and recognised as a signature for GC screening. OBJECTIVE: To investigate the promotional effect of  in terms of its metabolic interactions with the host. DESIGN: We used the functional profiles of shotgun metagenomic sequencing from stools to detect bioactive molecules relevant to . In vivo and in vitro experiments were used to validate the facilitation of  to GC progression.  clinical strains were isolated and cultivated from cancerous tissues to verify its promotion of GC via methionine production.  mutant strains were constructed to confirm the critical role of  in methionine biosynthesis. RESULTS: We verified  facilitated GC progression in vivo and in vitro. Our functional analysis of metagenomes revealed a significant enrichment of bacterial methionine biosynthesis pathways in GC patients with high  abundance. Methionine, identified here as one of the primary microbial metabolites derived from  contributed to GC progression in humans and mice.  strains from cancerous tissues were found to promote GC via methionine production. We further observed a higher abundance and prevalence of  gene in cancer stool metagenomes. By constructing an  mutant strain, we confirmed the critical role of  in methionine biosynthesis. CONCLUSION: Our results elucidate the role of -derived methionine in GC progression, shedding light on intricate metabolic interplay between  and host."
41482385,N-myristoyltransferase 1-mediated Src Myristoylation Promotes Non-receptor Tyrosine Kinase Pathways in Oral Squamous Cell Carcinoma.,"BACKGROUND AIM: N-myristoyltransferase 1 (NMT1), which myristoylates Src, is highly expressed in oral squamous cell carcinoma (OSCC). Although targeted therapies against epidermal growth factor receptor exist, their use is limited by resistance and toxicity, and NMT1-Src interactions remain unexplored. Herein, we aimed to evaluate the role of NMT1-mediated Src myristoylation in the malignant potential of OSCC. MATERIALS AND METHODS: Myristoylation and the expression of NMT1 in OSCC were assessed using click chemistry and immunocytochemistry. RNA-seq and enrichment analyses were performed to compare OSCC cells with or without NMT1-siRNA treatment. Src activity was determined by measuring Src phosphorylation via western blotting. Expression and binding of NMT1 and Src were analyzed via immunoprecipitation using specific antibodies. HSC-2, HSC-3, WK2, and WK3F derived from human OSCC  were also used to confirm malignancy by siRNA of siNMT1 in OSCC cell lines. RESULTS: NMT1 and Src expression was detected in all OSCC cell lines. RNA-seq analysis of SAS cells transfected with NMT1-siRNA revealed decreased expression of genes related to cell adhesion and angiogenesis. WK3F cells, which exhibit high malignancy, showed markedly higher NMT1 expression than other cell lines. Immunocytochemistry showed that Src membrane localization was reduced in all of the OSCC cell lines with  knockdown. Co-immunoprecipitation analysis confirmed that NMT1 was bound to Src during myristoylation. CONCLUSION: NMT1 promotes OSCC malignancy by mediating Src myristoylation."
41480180,Liquid biopsy in genitourinary cancers: Diagnostic and prognostic implications.,"Genitourinary neoplasms, including bladder, prostate, renal, and testicular cancers, represent 25% of all solid tumors worldwide. Great advances have been achieved in the last few decades in diagnostic and therapeutic modalities. Among these, liquid biopsy (LB) technology has evolved during the past few years and offers emerging and novel modalities in the field of oncology. LB is performed by withdrawing bodily fluids (, blood or urine) and looking for circulating tumor DNA, circulating tumor cells, extracellular vesicles, and non-coding RNAs, among others. Over the past years, several technologies have been developed to isolate and analyze the tumor burden. LB is less invasive than traditional biopsies and has many applications, including early screening, providing diagnostic cues, predicting disease severity and survival outcomes, assessing response and resistance to treatment, detecting minimal tumor burden before radiological evidence, and monitoring for disease recurrence. However, multiple challenges still need to be addressed, including reduction in variability between assays, standardization of protocols, and validation in large trials to ensure reliability. This review will focus on the latest advancements in LB applications for diagnostic and prognostic characterization of genitourinary cancers."
