PMID,Title,Abstract
41466065,Saliva-based molecular diagnostics in oral squamous cell carcinoma (OSCC): a non-invasive frontier in oncology.,"PURPOSE: Saliva is increasingly recognized as a powerful, noninvasive biofluid for the diagnosis and monitoring of oral squamous cell carcinoma (OSCC), serving as a practical alternative to conventional liquid biopsy. Salivary circulatory DNA (ctDNA) detection in OSCC may exceed plasma levels. emphasizing saliva's susceptibility to local illness. Saliva collection is simple, non-invasive, and inexpensive, allowing for regular monitoring. METHODS: Current evidence demonstrates its potential through a wide spectrum of salivary biomarkers. RESULTS: Identified salivary biomarkers include viral nucleic acids such as human papillomavirus (HPV), host-derived molecules such as proteins and cytokines (IL-6, IL-8, VEGF), regulatory microRNAs (e.g., miR-21, miR-31, miR-184), and extracellular vesicles containing tumor-specific cargo. Moreover, oral microbiome dysbiosis has been linked to malignant transformation and progression, highlighting saliva's ability to reflect complex tumor-host interactions. Technological progress in multi-omics profiling and artificial intelligence (AI) has enhanced the interpretation of these multidimensional datasets, supporting the design of more robust and individualized biomarker panels. Concurrently, point-of-care technologies, particularly microfluidic chips and biosensor platforms, are driving the development of rapid and portable saliva-based diagnostics.  CONCLUSION: The path toward clinical implementation is constrained by several factors: the absence of FDA-approved salivary assays for OSCC, reliance on relatively small and retrospective studies, and the lack of standardized protocols for collection, processing, and analysis. Despite these challenges, salivary diagnostics are advancing as a highly promising adjunct to established modalities such as histopathology and radiologic imaging. They hold potential in early disease detection, patient stratification, therapeutic monitoring, and surveillance of recurrence. Integrative models, such as liquid TNM staging-which combine salivary and blood-based biomarkers-may ultimately redefine cancer diagnostics and follow-up. To date, no saliva-based assay has received FDA approval for oral cancer, highlighting regulatory and validation shortcomings. For translation into practice, further validation through large-scale trials, regulatory endorsement, and demonstration of cost-effectiveness remain essential. Nonetheless, saliva-based assays stand out as accessible, patient-centered tools with significant implications for the future of head and neck oncology."
41466036,A hybrid quantum-classical convolutional neural network with a quantum attention mechanism for skin cancer.,"Skin cancer is the most common and fatal illness globally, and therefore, proper early detection is essential for successful treatment and enhanced patient outcomes. Classic deep learning models, especially Convolutional Neural Networks (CNNs), have greatly succeeded in medical image classification. However, classic CNNs also suffer from severe limitations such as computational inefficiency, overfitting on small datasets, and redundant feature extraction, which restrict their utility in clinical settings. To overcome these drawbacks, we introduce QAttn-CNN as a quantum-classical deep learning model combining a Quantum Attention Mechanism (QAttn) to improve feature selection and classification accuracy. Our method utilizes Quantum Convolutional Layers (QConv) and Quantum Image Representation (QIR) with Novel Enhanced Quantum Representation (NEQR) encoding to draw upon quantum parallelism and improve computational efficiency and complexity from O(N) to O(log N). The model is tested on three benchmark datasets: MNIST (70,000 grey-scale handwritten digit images), CIFAR-10 (60,000 RGB object images), and the Kaggle Skin Cancer: Malignant versus Benign dataset (3297 dermoscopic images: 1800 benign and 1497 malignant cases, from the International Skin Imaging Collaboration (ISIC) Archive). The dataset images were processed by converting them to grayscale, resizing them bilinearly to 150 × 150 pixels, and normalizing to [0-1] for quantum encoding. QAttn-CNN is contrasted with standard CNNs, QAttn-ViT (Quantum Attention Vision Transformer), and QAttn-ResNet18. Results indicate that QAttn-CNN attains state-of-the-art accuracy of 91% on the Skin Cancer dataset with a precision of 89%, a recall of 89%, and an F1-score of 91%, surpassing Baseline CNN (89% accuracy), QAttn-ViT (87%), and QAttn-ResNet18 (83%). On CIFAR-10, QAttn-CNN exhibits 10% accuracy enhancement over Baseline CNN with accuracy of 82% and 90% precision. On MNIST, QAttn-CNN performs at the peak of 99% accuracy, comparable to classical benchmarks but with greatly diminished computational overhead due to quantum parallelism. This study demonstrates the revolutionary potential of quantum-assisted deep learning in healthcare applications, especially for real-world binary medical image classification problems that identify malignant vs. benign skin lesions."
41465557,Integrating Multi-Source Directed Gene Networks and Multi-Omics Data to Identify Cancer Driver Genes Based on Graph Neural Networks.,"Precisely identifying cancer drivers helps us to understand the molecular mechanisms of cancer, offering critical targets for early diagnosis. Despite the increasing application of graph neural networks in predicting cancer driver genes, existing approaches do not fully leverage the information from gene networks, and are unable to effectively extract node features from directed graphs. To this end, we propose MDIGNN, a novel deep learning model designed to identify cancer driver genes by integrating directed gene networks with multi-omics data. First, we construct a directed graph through the integration of existing gene networks from diverse databases and multi-omics data. Then, to encode the edge directionality, we develop a graph neural network based on the magnetic Laplacian, which relies on a complex Hermitian matrix for representing the directed graph structure. Next, we apply the channel attention and spatial attention mechanisms to improve the model's feature representation ability. Finally, MDIGNN uses a fully connected layer to compute the cancer driver probability for each gene. In a comparative evaluation, MDIGNN outperforms existing state-of-the-art methods in the field, and it is capable of detecting potential cancer driver genes."
41465316,"Identification of , , and  as Key Biomarkers for Early Detection of Esophageal Cancer.","Esophageal cancer (EC) is a highly lethal malignancy often diagnosed at advanced stages due to the lack of effective early diagnostic markers. This study aimed to identify molecular markers and construct a diagnostic model for early-stage esophageal cancer using bioinformatics approaches. Using bioinformatics, we screened three GEO datasets, locating 506 differentially expressed genes crucial to cancer progression. Our results connect ECM-receptor interaction and cytoskeleton reorganization pathways to EC. Two core gene modules came up during the protein-protein interaction analysis. From the 22 hub genes singled out, , , and  significantly impacted patient survival, showing considerable overexpression in cancer subjects. These genes' expression patterns changed across cancer stages. The main novelty of our study lies in integrating these three well-known ECM-associated genes into a machine learning-based diagnostic model with an AUC of 0.98, rather than focusing on individual genes. This combined model demonstrates high diagnostic accuracy, suggesting that , , and  may serve as effective early-stage EC biomarkers. The diagnostic model based on these genes shows high accuracy, making it a promising tool for early-stage cancer screening."
41464330,Artificial Intelligence in Obesity Prevention.,"Obesity is a complex disorder that causes further health issues linked to several chronic diseases, such as cancer, diabetes, metabolic syndrome, and cardiovascular diseases; thus, it is critical to identify and diagnose obesity as soon as possible. Traditional methods, such as anthropometric measures, were popular, although recent advances in artificial intelligence (AI) offer new opportunities for prediction models; as a result, AI has become an essential tool in obesity research. This study provides a comprehensive analysis of the research on the impact of AI on obesity prevention. : In this study, the researchers performed a scoping study using AI to assess and predict obesity in PubMed, Scopus, Web of Science, and Google Scholar from February 2009 to July 2025. The researchers compiled and arranged the employed AI approaches to find connections, patterns, and trends that could guide further research and the application of machine learning algorithms for advanced data analytics.  Clinical professionals in obesity medicine may find chatbots valuable as a source of clinical and scientific knowledge, and for creating standard operating procedures, policies, and procedures. According to the findings, AI models can be used to identify clinically significant patterns of obesity or the connections between specific factors and weight outcomes. Moreover, the application of deep learning and machine learning approaches, such as logistic regression, decision trees, and artificial neural networks, appears to have yielded new insight into data, particularly in terms of obesity prediction.  This work aims to contribute to a better understanding of obesity detection. While more studies are needed, AI offers solutions to modern challenges in obesity prediction."
41464245,Modified EfficientNet-B0 Architecture Optimized with Quantum-Behaved Algorithm for Skin Cancer Lesion Assessment.,": Skin cancer is one of the most common diseases in the world, whose early and accurate detection can have a survival rate more than 90% while the chance of mortality is almost 80% in case of late diagnostics. : A modified EfficientNet-B0 is developed based on mobile inverted bottleneck convolution with squeeze and excitation approach. The 3 × 3 convolutional layer is used to capture low-level visual features while the core features are extracted using a sequence of Mobile Inverted Bottleneck Convolution blocks having both 3 × 3 and 5 × 5 kernels. They not only balance fine-grained extraction with broader contextual representation but also increase the network's learning capacity while maintaining computational cost. The proposed architecture hyperparameters and extracted feature vectors of standard benchmark datasets (HAM10000, ISIC 2019 and MSLD v2.0) of dermoscopic images are optimized with the quantum-behaved particle swarm optimization algorithm (QBPSO). The merit function is formulated by the training loss given in the form of standard classification cross-entropy with label smoothing, mean fitness value (mf), average accuracy (mAcc), mean computational time (mCT) and other standard performance indicators. : Comprehensive scenario-based simulations were performed using the proposed framework on a publicly available dataset and found an mAcc of 99.62% and 92.5%, mfval of 2.912 × 10 and 1.7921 × 10, mCT of 501.431 s and 752.421 s for HAM10000 and ISIC2019 datasets, respectively. The results are compared with state of the art, pre-trained existing models like EfficentNet-B4, RegNetY-320, ResNetXt-101, EfficentNetV2-M, VGG-16, Deep Lab V3 as well as reported techniques based on Mask RCCN, Deep Belief Net, Ensemble CNN, SCDNet and FixMatch-LS techniques having varying accuracies from 85% to 94.8%. The reliability of the proposed architecture and stability of QBPSO is examined through Monte Carlo simulation of 100 independent runs and their statistical soundings. : The proposed framework reduces diagnostic errors and assists dermatologists in clinical decisions for an improved patient outcomes despite the challenges like data imbalance and interpretability."
41464135,MRI of the Scrotum and Penis: Current Applications and Clinical Relevance.,"Magnetic resonance imaging (MRI) plays an increasingly important role in the evaluation of scrotal and penile disorders, complementing ultrasonography in cases where findings are equivocal or complex. With its superior soft-tissue contrast, multiplanar capability, and advanced functional sequences, MRI provides unparalleled anatomic and tissue characterization across a wide range of male genital pathologies.  This review summarizes current clinical applications of MRI in scrotal and penile imaging and discusses its diagnostic value, protocol optimization, and interpretive features. In scrotal pathology, MRI accurately differentiates torsion, trauma, infection, and neoplasms, aiding in the distinction between benign and malignant testicular lesions and supporting testis-sparing management. Quantitative diffusion and perfusion metrics further refine lesion characterization. In andrology, MRI biomarkers such as apparent diffusion coefficient (ADC), magnetization transfer ratio (MTR), and proton spectroscopy serve as promising non-invasive indicators of spermatogenic activity in male infertility. In penile imaging, MRI enables precise local staging of carcinoma, assessment of plaque morphology and activity in Peyronie's disease, evaluation of tissue viability in priapism, and detection of prosthesis-related complications.  MRI has become an essential problem-solving tool in the assessment of scrotal and penile diseases, enhancing diagnostic confidence and surgical planning. Future directions include protocol standardization, quantitative parameter validation, and the integration of radiomics and artificial intelligence to improve reproducibility and clinical impact."
41463285,HCC in the Era of Emerging MASH: The Role of Ultrasound in Surveillance and New Sonographic Features in Diagnosis.,"Conventional ultrasound (US) has long been central to hepatocellular carcinoma (HCC) surveillance in cirrhotic patients, due to its low cost, wide availability, non-invasiveness, and adequate sensitivity for detecting small nodules. However, its specificity in distinguishing HCC from other lesions is limited. Contrast-enhanced ultrasound (CEUS) has significantly improved the characterization of nodules first identified on conventional US. Yet, when CEUS is performed using sulfur hexafluoride (SonoVue)-the only contrast agent available in Western countries-assessment remains restricted to a single nodule per examination, and enhanced CT or MRI is still required for full characterization and staging. In clinical settings, such as hepatology, internal medicine, infectious diseases, and surgery, CEUS offers the advantage of immediate availability, enabling rapid characterization of suspicious nodules in cirrhotic livers and facilitating timely therapeutic decisions. Although the introduction of direct-acting antivirals (DAAs) has substantially reduced HCV-related HCC, HCC incidence is increasingly driven by metabolic dysfunction-associated steatohepatitis (MASH). Evidence on surveillance strategies for MASH patients remains limited, and current EASL guidelines recommend monitoring only patients with >F2 fibrosis. Additionally, the effectiveness of US in obese or diabetic/obese populations is under ongoing investigation; abbreviated non-contrast MRI has been proposed as an alternative surveillance tool, but its adoption would entail significant economic implications for healthcare systems. HCC arising from MASH-sometimes even without cirrhosis-exhibits different sonographic and pathological features. Instead of small, hypoechoic nodules, typically seen in HCV-related cirrhosis, clinicians increasingly encounter larger or multiple lesions, often accompanied by macrovascular invasion, limiting access to curative treatments. Furthermore, typical CEUS LI-RADS patterns are less frequently observed. This review summarizes the evolving US findings in the era of MASH-related HCC and underscores the continued importance of US as the primary imaging tool in routine clinical practice."
41463250,Tumoral and Peritumoral Radiomics for Preoperative Prediction of Visceral Pleural Invasion in Lung Adenocarcinoma.,"BACKGROUND: The presence of visceral pleural invasion (VPI) is associated with increased risk of recurrence and reduced overall survival following surgical resection. We aimed to develop machine learning (ML)-based classification models that integrate clinical variables and both tumoral and peritumoral radiomic features to predict VPI in patients with lung adenocarcinoma before surgery. METHODS: We retrospectively enrolled 118 patients, including 80 (68%) without VPI and 38 (32%) with histologically confirmed VPI. All patients underwent preoperative contrast-enhanced CT scans. Tumor volumes were manually segmented, and isotropic expansions of 3, 5, and 10 mm were automatically generated to define peritumoral regions. The dataset was randomly split into training (70%) and validation (30%) cohorts. Radiomic features and clinical data were used to train multiple ML algorithms. RESULTS: Pleural Tag Sign and the Worst Histotype were identified as the strongest clinical predictors of VPI. The combined model, integrating radiomics from the lesion and clinical variables, achieved the highest training accuracy of 0.88 (95% CI: 0.80-0.92) and validation accuracy of 0.83 (95% CI: 0.68-0.92). CONCLUSIONS: VPI is associated with detectable alterations in both tumoral and peritumoral microenvironment on contrast-enhanced CT. Incorporating radiomic features with clinical data enabled improved model performance compared to clinical-only models, yielding very good accuracies. This approach may support surgical planning and patient risk stratification. Further prospective studies are needed to validate these findings and assess their clinical impact."
41463234,"Artificial Intelligence and Machine Learning in Lung Cancer: Advances in Imaging, Detection, and Prognosis.","BACKGROUND/OBJECTIVES: As the primary cause of cancer-related death globally, lung cancer highlights the critical need for early identification, precise staging, and individualized treatment planning. By enabling automated diagnosis, staging, and prognostic evaluation, recent developments in artificial intelligence (AI) and machine learning (ML) have completely changed the treatment of lung cancer. The goal of this narrative review is to compile the most recent data on uses of AI and ML throughout the lung cancer care continuum. METHODS: A comprehensive literature search was conducted across major scientific databases to identify peer-reviewed studies focused on AI-based imaging, detection, and prognostic modeling in lung cancer. Studies were categorized into three thematic domains: (1) detection and screening, (2) staging and diagnosis, and (3) risk prediction and prognosis. RESULTS: Convolutional neural networks (CNNs), in particular, have shown significant sensitivity and specificity in nodule recognition, segmentation, and false-positive reduction. Radiomics-based models and other multimodal frameworks combining imaging and clinical data have great promise for forecasting treatment outcomes and survival rates. The accuracy of non-small-cell lung cancer (NSCLC) staging, lymph node evaluation, and malignancy classification were regularly improved by AI algorithms, frequently matching or exceeding radiologist performance. CONCLUSIONS: There are still issues with data heterogeneity, interpretability, repeatability, and clinical acceptability despite significant advancements. Standardized datasets, ethical AI implementation, and transparent model evaluation should be the top priorities for future initiatives. AI and ML have revolutionary potential for intelligent, personalized, and real-time lung cancer treatment by connecting computational innovation with precision oncology."
41463217,Synolitic Graph Neural Networks of High-Dimensional Proteomic Data Enhance Early Detection of Ovarian Cancer.,": Ovarian cancer is characterized by high mortality rates, primarily due to diagnosis at late stages. Current biomarkers, such as CA125, have demonstrated limited efficacy for early detection. While high-dimensional proteomics offers a more comprehensive view of systemic biology, the analysis of such data, where the number of features far exceeds the number of samples, presents a significant computational challenge. : This study utilized a nested case-control cohort of longitudinal pre-diagnostic serum samples from the UK Collaborative Trial of Ovarian Cancer Screening (UKCTOCS) profiled for eight candidate ovarian cancer biomarkers (CA125, HE4, PEBP4, CHI3L1, FSTL1, AGR2, SLPI, DNAH17) and 92 additional cancer-associated proteins from the Olink Oncology II panel. We employed a Synolitic Graph Neural Network framework that transforms high-dimensional multi-protein data into sample-specific, interconnected graphs using a synolitic network approach. These graphs, which encode the relational patterns between proteins, were then used to train Graph Neural Network (GNN) models for classification. Performance of the network approach was evaluated together with conventional machine learning approaches via 5-fold cross-validation on samples collected within one year of diagnosis and a separate holdout set of samples collected one to two years prior to diagnosis. : In samples collected within one year of ovarian cancer diagnosis, conventional machine learning models-including XGBoost, random forests, and logistic regression-achieved the highest discriminative performance, with XGBoost reaching an ROC-AUC of 92%. Graph Convolutional Networks (GCNs) achieved moderate performance in this interval (ROC-AUC ~71%), with balanced sensitivity and specificity comparable to mid-performing conventional models. In the 1-2 year early-detection window, conventional model performance declined sharply (XGBoost ROC-AUC 46%), whereas the GCN maintained robust discriminative ability (ROC-AUC ~74%) with relatively balanced sensitivity and specificity. These findings indicate that while conventional approaches excel at detecting late pre-diagnostic signals, GNNs are more stable and effective at capturing subtle early molecular changes. : The synolitic GNN framework demonstrates robust performance in early pre-diagnostic detection of ovarian cancer, maintaining accuracy where conventional methods decline. These results highlight the potential of network-informed machine learning to identify subtle proteomic patterns and pathway-level dysregulation prior to clinical diagnosis. This proof-of-concept study supports further development of GNN approaches for early ovarian cancer detection and warrants validation in larger, independent cohorts."
41463171,The Intraoperative Utility of Raman Spectroscopy for Neurosurgical Oncology.,"Maximal safe surgical resection is a foundational principle in brain tumor surgery. To date, many intraoperative modalities have been developed to help facilitate the identification of brain tumor versus normal brain tissue so that surgical resection is maximized but limited to the boundaries of the tumor for preservation of neurological function. Of note, Raman spectroscopy has been adapted into one of these modalities because of its ability to provide rapid, non-destructive, label-free intraoperative evaluation of tumor borders and molecular classifications and help guide surgical decision-making in real time. In this review, we performed a literature review of the landmark studies incorporating Raman spectroscopy into neurosurgical care to highlight its current applications and limitations. In this modern day, Raman spectroscopy is able to detect tumor cells intraoperatively for primary glial neoplasms, meningiomas, and brain metastases with greater than 90% accuracy. For glioma surgery, a major recent advancement is the ability to detect different mutations intraoperatively, specifically IDH, 1p19q co-deletion, and ATRX, given their implications on survival and how much extent of resection should be ideally achieved. With recent advancements in artificial intelligence and their integration into stimulated Raman histology, many of these tasks can be completed in as fast as ~10 s and on average 2-3 min. Despite the incorporation of artificial intelligence, spectral data can still be heavily influenced by background noise, and its preprocessing has significant variability across platforms, which can impact the accuracy of results. Overall, Raman spectroscopy has significantly changed the intraoperative workflow of brain tumor surgery, and this review highlights the capabilities that neurosurgeons can currently take advantage of in their practice, the existing data to support it, and the areas that researchers can further optimize to improve accuracy and patient outcomes."
41463115,Machine Learning Models Utilizing Oxidative Stress Biomarkers for Breast Cancer Prediction: Efficacy and Limitations in Sentinel Lymph Node Metastasis Detection.,"This study aimed to apply the Random Forest machine learning model using oxidative stress biomarkers to classify breast cancer status and assess sentinel lymph node (SLN) metastasis, a pathology of high incidence and mortality that represents a major public health challenge.  The breast cancer classification cohort included 188 women with infiltrating ductal carcinoma and 78 healthy volunteers. For SLN metastasis assessment, a subset of 29 women with metastases and 57 controls (n = 86) was used. Data preprocessing and the SMOTE technique were applied to balance the classes in the metastasis set, achieving a perfect balance of 171 examples (57 per class). Random Forest model with a leave-one-out validation strategy was employed and oxidative stress biomarkers (e.g., lipid peroxidation, total antioxidant capacity, superoxide dismutase, catalase, glutathione peroxidase) were used.  The model achieved high accuracy (0.996) in classifying breast cancer, representing a substantial improvement over current screening methods such as mammography. In contrast, its performance in detecting SLN metastases was more limited (accuracy = 0.854), likely reflecting the inherent complexity and heterogeneity of the metastatic process. Moreover, these estimates derive from a retrospective case-control cohort and should not be viewed as a substitute for, or a direct comparison with, population-based mammography screening, which would require dedicated prospective validation.  The findings underscore the model's robust performance in distinguishing women with breast cancer from healthy volunteers, but highlight significant gaps in its ability to diagnose metastatic disease. Future research should integrate additional biomarkers, longitudinal data, and explainable artificial intelligence (XAI) methods to improve clinical interpretability and accuracy in metastasis prediction, moving towards precision medicine."
41463084,"Liquid Biopsy and Multi-Omic Biomarkers in Breast Cancer: Innovations in Early Detection, Therapy Guidance, and Disease Monitoring.","Liquid biopsy and multi-omic biomarker integration are transforming precision oncology in breast cancer, providing real-time, minimally invasive insights into tumor biology. By analyzing circulating tumor DNA, circulating tumor cells, exosomal non-coding RNAs, and proteomic or metabolomic profiles, clinicians can monitor clonal evolution, therapeutic response, and recurrence risk in real time. Recent advances in sequencing technologies, methylation profiling, and artificial intelligence-driven data integration have markedly improved diagnostic sensitivity and predictive accuracy. Multi-omic frameworks combining genomic, transcriptomic, and proteomic data enable early detection of resistance, molecular stratification, and identification of actionable targets, while machine learning models enhance outcome prediction and therapy optimization. Despite these advances, key challenges persist. Pre-analytical variability, lack of standardized protocols, and disparities in access continue to limit reproducibility and clinical adoption. High costs, incomplete regulatory validation, and the absence of definitive evidence for mortality reduction underscore the need for larger, prospective trials. Integrating multi-omic assays into clinical workflows will require robust bioinformatics pipelines, clinician-friendly reporting systems, and interdisciplinary collaboration among molecular scientists, data engineers, and oncologists. In the near future, liquid biopsy is expected to complement, not replace, traditional tissue analysis, serving as a cornerstone of adaptive cancer management. As sequencing becomes faster and more affordable, multi-omic and AI-driven analyses will allow earlier detection, more precise treatment adjustments, and continuous monitoring across the disease course. Ultimately, these innovations herald a shift toward real-time, data-driven oncology that personalizes breast cancer care and improves patient outcomes."
41449566,Accurate Lung Cancer Prediction From CT Scans Using Advanced Deep Learning Methods.,"OBJECTIVES: Accurate lung cancer prediction from CT scans using advanced deep learning methods is crucial for improving early diagnosis and treatment outcomes, as it harnesses innovative algorithms to enhance the detection and classification of malignant lesions in imaging data. The comprehensive approach for accurate lung cancer prediction from CT scans using advanced deep learning methods. Lung cancer remains one of the leading causes of cancer-related deaths globally, emphasizing the need for early and precise diagnosis. METHODS: They propose a multistage framework that integrates state-of-the-art techniques, including hybrid Graph Convolutional Networks (GCNs) and Conditional Random Fields (CRFs) for image segmentation, followed by an innovative feature extraction pipeline utilizing Capsule Networks (CapsNets), Siamese Neural Networks, and Hybrid Deep Autoencoders. This combination allows for the effective identification of lung regions and the detection of potential lesions, ensuring high segmentation accuracy and robustness against noise. RESULTS: The feature extraction implements a refined classification strategy that merges a Hybrid CNN-Transformer Model with Graph Neural Networks (GNNs). This dual approach leverages CNNs for capturing local patterns and transformers for modelling long-range dependencies, enhancing the ability to recognize subtle features indicative of malignancies. GNNs further contribute by modelling spatial and relational information among extracted features, facilitating a deeper understanding of the lung's complex anatomic structures. CONCLUSIONS: The proposed technique also leads with 91%, compared with LSTM's 80%, FNN's 70%, and RNN's 70%, highlighting its ability to minimize false positives, implemented using Python software. The future scope for accurate lung cancer prediction from CT scans using advanced deep learning methods includes the development of more sophisticated algorithms that integrate multimodal imaging data, enhancing diagnostic precision, and personalization of treatment plans."
41449209,Analysis of volatile organic compounds in biological samples of colorectal cancer patients using electronic nose-based machine learning techniques.,"Colorectal cancer (CRC) is a significant global health burden characterized by prolonged asymptomatic progression and high mortality. CRC curability improves with early-stage detection, and removing precancerous adenomas allows for prevention, emphasizing the significance of screening. This prospective study, conducted between 2024 and 2025 with 100 randomly recruited participants, investigates eNose-based analysis of volatile organic compounds (VOCs) in biological matrices for CRC diagnosis using both unsupervised and supervised machine learning (ML) techniques. After detailed medical examinations, laboratory tests, and colonoscopy, 50 patients with confirmed stage III CRC and 50 healthy controls agreed to have their blood, urine, and stool samples analyzed by the eNose technique. Principal component analysis (PCA), logistic regression (LR), k-nearest neighbor (KNN), support vector machine (SVM), and gradient boosting (GB) were used to analyze eNose VOC patterns in all biological matrices. Clinical and hematological alterations in CRC patients were consistent with systemic malignancy, including reduced weight, mild anemia, leukopenia, thrombocytopenia, and hypoalbuminemia, all of which are established indicators of disease severity and prognostic markers. Elevated VOC responses in CRC patients across all matrices, with blood and stool proving most informative due to favorable signal-to-noise ratios. Ensemble- and proximity-based models GB and KNN were found to be superior to LR classifiers, with GB exhibiting balanced and adaptable performance across different biological matrices. Limiting the study to stage III CRC patients improved VOC signal clarity but limited early-stage generalizability, a constraint effectively mitigated by Gaussian augmentation, which enriched data variability and boosted model performance for screening applications. Thus, eNose-based ML systems provide a globally accessible, innovative, non-invasive, and affordable solution for CRC detection, combining high sensitivity and specificity to support widespread early diagnosis."
41449203,A novel cloud-based artificial intelligence for real-time detection of colorectal neoplasia - a randomized controlled trial (EAGLE).,"Previously, colorectal polyp computer-aided detection (CADe) systems required on-site high-performance hardware installations (e.g., FPGAs/GPUs), creating practical challenges to upgrades and tying hospitals to legacy hardware. Cloud-based CADe solutions overcome these constraints. Hospitals can use low-specification/low-cost hardware to stream data to the cloud for analysis, enabling frequent AI hardware and algorithm updates. Furthermore, existing CADe systems' benefits are largely limited to smaller, less clinically relevant polyps ( < 10 mm). This parallel-group RCT evaluated a real-time cloud-deployed CADe-system trained on an enhanced dataset of clinically significant polyps (large polyps( ≥ 10 mm) and sessile-serrated-lesions(SSLs)). Patients from eight centers across four European countries (841 patients, 22 endoscopists) were randomized to standard or CADe-assisted colonoscopy. Co-primary endpoints were (1) superior Adenomas Per-Colonoscopy (APC), (2) non-inferior Positive Percent-Agreement (PPA) (proportion of resections confirmed as clinically relevant polyps). CADe improved (p < 0.05): APC (0.82 vs. 0.62, Ratio 1.33[95% CI 1.06-1.67]), adenoma detection-rate (43.2% vs. 35.9%), SSL (0.08 vs. 0.03, Ratio 3.30[95% CI 1.41-7.57]), and large polyp (0.12 vs. 0.05, Ratio 2.36[95% CI 1.33-4.17]) detection. PPA was non-inferior, and average cloud-network latency was 59.4 ms per minute, with 99.6% under the 100 ms threshold required for real-time use. This RCT demonstrates the feasibility and efficacy of a real-time cloud-based CADe system, with promising outcomes for clinically significant polyps (large polyps and SSLs). Future research should explore optimizing CADe systems' performance. ClinicalTrials.gov (NCT05730192[15/02/2023])."
41448763,[Detection of neurofibroma combining radiomics and ensemble learning].,"This study proposes an automated neurofibroma detection method for whole-body magnetic resonance imaging (WBMRI) based on radiomics and ensemble learning. A dynamic weighted box fusion mechanism integrating two dimensional (2D) object detection and three dimensional (3D) segmentation is developed, where the fusion weights are dynamically adjusted according to the respective performance of the models in different tasks. The 3D segmentation model leverages spatial structural information to effectively compensate for the limited boundary perception capability of 2D methods. In addition, a radiomics-based false positive reduction strategy is introduced to improve the robustness of the detection system. The proposed method is evaluated on 158 clinical WBMRI cases with a total of 1,380 annotated tumor samples, using five-fold cross-validation. Experimental results show that, compared with the best-performing single model, the proposed approach achieves notable improvements in average precision, sensitivity, and overall performance metrics, while reducing the average number of false positives by 17.68. These findings demonstrate that the proposed method achieves high detection accuracy with enhanced false positive suppression and strong generalization potential."
41448704,Retrospective validation of an artificial intelligence system for diagnostic assessment of prostate biopsies on the ProMort cohort: study protocol.,"INTRODUCTION: Prostate cancer diagnosis and treatment planning depend on accurate histopathological assessment of needle biopsies, particularly through the Gleason scoring system. The inherently subjective nature of the grading creates variability between pathologists, potentially resulting in suboptimal patient management decisions. These reproducibility challenges extend beyond Gleason scoring to encompass other critical diagnostic and prognostic markers, including cancer volume quantification and detection of cribriform morphology patterns and perineural invasion. Artificial intelligence (AI) applications in digital pathology have emerged as promising solutions for enhancing diagnostic consistency and accuracy, with recent research demonstrating that automated systems can match expert-level performance in prostate biopsy evaluation. Nevertheless, comprehensive validation studies have revealed concerning limitations in model generalisability when deployed across different clinical environments and patient populations. Recent systematic reviews revealed widespread risk-of-bias limitations and insufficient external validation in AI diagnostic studies, highlighting critical needs for accumulated evidence supporting generalisability before clinical implementation. Rigorous external validation with preregistered protocols using independent datasets from diverse clinical settings remains essential to establish the reliability and safety of AI-assisted prostate pathology systems. METHODS AND ANALYSIS: This study protocol establishes a framework for the retrospective external validation of an AI system developed for prostate biopsy assessment, to be conducted on the case-control samples of the National Prostate Cancer Register of Sweden, ProMort study (1998-2015). The primary aim is to evaluate the AI model's diagnostic accuracy and Gleason grading performance using completely independent datasets separate from any model development or previously used validation cohorts. The diversity of the validation samples, spanning multiple geographic regions, temporal collection periods and reference standards, allows evaluation of model robustness across varied clinical contexts. Secondary aims encompass evaluating AI performance in cancer length estimation and detection of cribriform patterns and perineural invasion. This protocol delineates procedures for data collection, reference standard clarification and prespecified statistical analyses, ensuring comprehensive validation and reliable performance assessment. The study design conforms to established reporting guidelines Checklist for Artificial Intelligence in Medical Imaging (CLAIM) and Standards for Reporting Diagnostic Accuracy Studies using Artificial Intelligence (STARD-AI), and recognised best practices for AI validation in medical imaging. ETHICS AND DISSEMINATION: Data collection and usage were approved by the Swedish Regional Ethics Review Board and the Swedish Ethical Review Authority (permits 2012/1586-31/1, 2016/613-31/2, 2019-01395, 2019-05220). The study adheres to the Declaration of Helsinki principles, and findings will be made available in open access peer-reviewed publications."
